Feature_Index,Feature_Name,Importance
9,MOVIMIENTO_RENTA,0.91579217
6,SIN TARIFA,0.043638818
1,MESES_ANTIGUEDAD,0.02054461
2,MESES_ANTIGUEDAD_INSTALACION,0.005781472
5,MSH_TIPO_CLIENTE,0.005417095
4,MSH_LOGIN_ID,0.0017161155
10,Msh Proceso,0.0011863825
11,Msh Ser Activos,0.00094988756
17,MSH_PROCESO_SRV,0.0009294801
13,MSH_DIVISION,0.0008187262
16,MSH_OPERACION,0.00063207274
18,MSH_RAZON,0.00063193287
8,Msh Canal,0.0006028066
12,MSH_AREA,0.00046459332
3,Msh Hora,0.00032673628
